K9803,88000K98030C,西宁,格尔木,XNO,GRO
K9806,88000K98060A,格尔木,西宁,GRO,XNO
K9811,84000K981407,蒙自,昆明,MZM,KMM
K9812,80000K981207,昆明,蒙自,KMM,MZM
K9813,80000K981207,昆明,蒙自,KMM,MZM
K9814,84000K981407,蒙自,昆明,MZM,KMM
K9815,84000K981804,河口北,昆明,HBM,KMM
K9816,80000K981605,昆明,河口北,KMM,HBM
K9817,80000K981605,昆明,河口北,KMM,HBM
K9818,84000K981804,河口北,昆明,HBM,KMM
K9821,84000K982409,河口北,昆明,HBM,KMM
K9822,80000K982205,昆明,河口北,KMM,HBM
K9823,80000K982205,昆明,河口北,KMM,HBM
K9824,84000K982409,河口北,昆明,HBM,KMM
K9825,84000K982807,河口北,昆明,HBM,KMM
K9826,80000K982606,昆明,河口北,KMM,HBM
K9827,80000K982606,昆明,河口北,KMM,HBM
K9828,84000K982807,河口北,昆明,HBM,KMM
K9832,80000K983206,昆明,河口北,KMM,HBM
K9833,80000K983206,昆明,河口北,KMM,HBM
K9861,80000K986110,红果,昆明,HEM,KMM
K9862,80000K986210,昆明,红果,KMM,HEM
K9865,84000K986810,玉溪,昆明,AXM,KMM
K9866,80000K986610,昆明,玉溪,KMM,AXM
K9867,80000K986610,昆明,玉溪,KMM,AXM
K9868,84000K986810,玉溪,昆明,AXM,KMM
K9871,8g000K987101,姚渡,兰州,AOJ,LZJ
K9872,85000K987201,兰州,姚渡,LZJ,AOJ
K9873,8g000K987311,陇南,兰州,INJ,LZJ
K9874,85000K987401,兰州,陇南,LZJ,INJ
K9875,8g000K987500,陇南,兰州,INJ,LZJ
K9876,85000K987600,兰州,陇南,LZJ,INJ
G1,24000000G10F,北京南,上海虹桥,VNP,AOH
G2,5l000000G232,上海虹桥,北京南,AOH,VNP
G3,24000000G309,北京南,上海虹桥,VNP,AOH
G4,5l000000G432,上海虹桥,北京南,AOH,VNP
G5,24000000G503,北京南,上海虹桥,VNP,AOH
G6,5l000000G602,上海虹桥,北京南,AOH,VNP
G7,24000000G704,北京南,上海虹桥,VNP,AOH
G8,5l000000G813,上海虹桥,北京南,AOH,VNP
G9,24000000G900,北京南,上海虹桥,VNP,AOH
G10,5l00000G1000,上海虹桥,北京南,AOH,VNP
G11,2400000G110I,北京南,上海虹桥,VNP,AOH
G12,5l00000G1230,上海虹桥,北京南,AOH,VNP
G13,2400000G1308,北京南,上海虹桥,VNP,AOH
G14,5l00000G1441,上海虹桥,北京南,AOH,VNP
G15,2400000G150B,北京南,上海虹桥,VNP,AOH
G16,5l00000G1612,上海虹桥,北京南,AOH,VNP
G17,2400000G1709,北京南,上海虹桥,VNP,AOH
G18,5l00000G1828,上海虹桥,北京南,AOH,VNP
G19,2400000G190I,北京南,绍兴北,VNP,SLH
G20,5600000G2010,杭州东,北京南,HGH,VNP
G21,2400000G2108,北京南,上海虹桥,VNP,AOH
G22,5l00000G2218,上海虹桥,北京南,AOH,VNP
G23,2400000G2302,北京南,上海虹桥,VNP,AOH
G24,5l00000G2401,上海虹桥,北京南,AOH,VNP
G25,2400000G2500,北京西,西安北,BXP,EAY
G26,4f00000G2604,西安北,北京西,EAY,BXP
G27,2400000G2703,北京南,福州,VNP,FZS
G28,5800000G2803,福州,北京南,FZS,VNP
G29,2400000G290D,北京南,合肥南,VNP,ENH
G30,5i00000G3011,合肥南,北京南,ENH,VNP
G33,2400000G330Z,北京南,南昌西,VNP,NXG
G34,5600000G3472,杭州东,北京南,HGH,VNP
G35,2400000G350I,北京南,杭州东,VNP,HGH
G36,5600000G3641,杭州东,北京南,HGH,VNP
G37,2400000G370F,北京南,杭州东,VNP,HGH
G38,5u00000G380F,南昌西,北京南,NXG,VNP
G39,2400000G3909,北京南,杭州东,VNP,HGH
G40,5t00000G4011,绍兴北,北京南,SLH,VNP
G41,2400000G410J,北京南,杭州东,VNP,HGH
G42,5600000G4270,杭州东,北京南,HGH,VNP
G43,2400000G4309,北京南,杭州东,VNP,HGH
G44,5600000G4499,杭州东,北京南,HGH,VNP
G45,2400000G4504,北京南,江山,VNP,JUH
G46,5600000G4621,江山,北京南,JUH,VNP
G47,1g00000G4702,大连北,哈尔滨西,DFT,VAB
G48,0h00000G4802,哈尔滨西,大连北,VAB,DFT
G49,1g00000G4902,大连北,哈尔滨西,DFT,VAB
G50,0h00000G5002,哈尔滨西,大连北,VAB,DFT
G51,2500000G510E,天津西,宁波,TXP,NGH
G52,5e00000G5234,宁波,天津西,NGH,TXP
G53,2500000G530E,天津西,杭州东,TXP,HGH
G54,5600000G5444,杭州东,天津西,HGH,TXP
G55,2400000G550C,北京南,福州,VNP,FZS
G56,5800000G560C,福州,北京南,FZS,VNP
G57,2400000G570B,北京南,宁波,VNP,NGH
G58,5e00000G5832,宁波,北京南,NGH,VNP
G59,2400000G5909,北京南,宁波,VNP,NGH
G60,5e00000G6022,宁波,北京南,NGH,VNP
G61,4p00000G6109,济南西,南昌西,JGK,NXG
G62,5u00000G620A,南昌西,济南西,NXG,JGK
G63,4700000G6309,济南,温州南,JNK,VRH
G64,5j00000G641H,温州南,济南西,VRH,JGK
G65,2400000G650G,北京西,广州南,BXP,IZQ
G66,6c00000G6605,广州南,北京西,IZQ,BXP
G67,2400000G670F,北京西,广州南,BXP,IZQ
G68,6c00000G680B,广州南,北京西,IZQ,BXP
G69,2400000G6909,北京西,广州南,BXP,IZQ
G70,6c00000G700D,广州南,北京西,IZQ,BXP
G72,6i00000G720F,福田,北京西,NZQ,BXP
G73,3800000G730A,郑州东,深圳北,ZAF,IOQ
G74,6i00000G740A,深圳北,郑州东,IOQ,ZAF
G75,3800000G7509,安阳东,深圳北,ADF,IOQ
G76,6i00000G7607,深圳北,郑州东,IOQ,ZAF
G77,4e00000G7703,武汉,深圳北,WHN,IOQ
G79,2400000G790D,北京西,福田,BXP,NZQ
G80,6i00000G800A,福田,北京西,NZQ,BXP
G81,2400000G810C,北京西,贵阳北,BXP,KQW
G82,7800000G8200,贵阳北,北京西,KQW,BXP
G83,2400000G830Q,北京西,长沙南,BXP,CWQ
G84,6c00000G8405,长沙南,北京西,CWQ,BXP
G85,5l00000G8523,上海虹桥,广州南,AOH,IZQ
G86,6c00000G8608,广州南,上海虹桥,IZQ,AOH
G87,2400000G8707,北京西,西安北,BXP,EAY
G88,4f00000G880A,西安北,北京西,EAY,BXP
G89,2400000G890B,北京西,成都东,BXP,ICW
G90,7600000G9000,成都东,北京西,ICW,BXP
G91,2400000G9106,北京西,太原南,BXP,TNV
G92,2700000G9214,太原南,北京西,TNV,BXP
G93,3800000G9306,郑州东,广州南,ZAF,IZQ
G94,6c00000G940C,广州南,郑州东,IZQ,ZAF
G95,4f00000G980E,西安北,广州南,EAY,IZQ
G96,6c00000G960E,广州南,兰州西,IZQ,LAJ
G97,6c00000G960E,广州南,兰州西,IZQ,LAJ
G98,4f00000G980E,西安北,广州南,EAY,IZQ
G101,240000G1010D,北京南,上海虹桥,VNP,AOH
G102,5l0000G10262,上海虹桥,北京南,AOH,VNP
G103,240000G10324,北京南,上海虹桥,VNP,AOH
G104,5l0000G10462,上海虹桥,北京南,AOH,VNP
G105,240000G1050J,北京南,上海虹桥,VNP,AOH
G106,5l0000G10680,上海虹桥,北京南,AOH,VNP
G107,240000G1070G,北京南,上海虹桥,VNP,AOH
G108,5l0000G10862,上海虹桥,北京南,AOH,VNP
G109,240000G10924,北京南,上海虹桥,VNP,AOH
G110,5l0000G110A0,上海虹桥,北京南,AOH,VNP
G111,240000G1110V,北京南,上海虹桥,VNP,AOH
G112,5l0000G11293,上海虹桥,北京南,AOH,VNP
G113,240000G1130H,北京南,上海虹桥,VNP,AOH
G114,5l0000G11470,上海虹桥,北京南,AOH,VNP
G115,240000G1150U,北京南,上海虹桥,VNP,AOH
G116,5l0000G11662,上海虹桥,北京南,AOH,VNP
G117,240000G1170R,北京南,上海虹桥,VNP,AOH
G119,240000G1190E,北京南,上海虹桥,VNP,AOH
G120,5l0000G120R0,上海虹桥,北京南,AOH,VNP
G121,240000G1210I,北京南,上海虹桥,VNP,AOH
G122,5l0000G12271,上海虹桥,北京南,AOH,VNP
G123,240000G1231E,北京南,上海虹桥,VNP,AOH
G125,240000G12517,北京南,上海虹桥,VNP,AOH
G126,5l0000G12600,上海虹桥,北京南,AOH,VNP
G127,240000G12724,北京南,上海虹桥,VNP,AOH
G129,240000G1290S,北京南,上海虹桥,VNP,AOH
G130,5l0000G13073,上海虹桥,北京南,AOH,VNP
G131,240000G1310M,北京南,上海虹桥,VNP,AOH
G132,5l0000G13202,上海虹桥,北京南,AOH,VNP
G133,240000G1330G,北京南,上海虹桥,VNP,AOH
G134,5l0000G134A2,上海虹桥,北京南,AOH,VNP
G135,240000G1350C,北京南,上海虹桥,VNP,AOH
G136,5l0000G136G4,上海虹桥,北京南,AOH,VNP
G137,240000G1370N,北京南,上海虹桥,VNP,AOH
G138,5l0000G13853,上海虹桥,北京南,AOH,VNP
G139,240000G1390S,北京南,上海虹桥,VNP,AOH
G140,5l0000G14042,上海虹桥,北京南,AOH,VNP
G141,240000G1410G,北京南,上海虹桥,VNP,AOH
G142,5l0000G14253,上海虹桥,北京南,AOH,VNP
G143,240000G1430M,北京南,上海虹桥,VNP,AOH
G144,5l0000G144M3,上海虹桥,北京南,AOH,VNP
G145,240000G1450O,北京南,上海虹桥,VNP,AOH
G146,5l0000G146F0,上海虹桥,北京南,AOH,VNP
G147,240000G1470C,北京南,上海虹桥,VNP,AOH
G148,5l0000G148C1,上海虹桥,北京南,AOH,VNP
G150,5l0000G15054,上海虹桥,北京南,AOH,VNP
G151,240000G1512M,北京南,上海虹桥,VNP,AOH
G152,5l0000G152D0,上海虹桥,北京南,AOH,VNP
G153,240000G1530E,北京南,上海虹桥,VNP,AOH
G154,5l0000G15465,上海虹桥,北京南,AOH,VNP
G156,5l0000G156O0,上海虹桥,北京南,AOH,VNP
G157,240000G1570K,北京南,上海虹桥,VNP,AOH
G158,5l0000G158B5,上海虹桥,北京南,AOH,VNP
G160,5l0000G160R1,上海虹桥,北京南,AOH,VNP
G161,240000G16107,北京南,安庆,VNP,AQH
G162,590000G16212,安庆,北京南,AQH,VNP
G163,240000G1630H,北京南,苍南,VNP,CEH
G164,5j0000G16422,苍南,北京南,CEH,VNP
G165,240000G1650H,北京南,杭州东,VNP,HGH
G166,560000G16634,杭州东,北京南,HGH,VNP
G167,240000G1670A,北京南,温州南,VNP,VRH
G168,5j0000G16821,温州南,北京南,VRH,VNP
G171,250000G1710E,天津西,青岛,TXP,QDK
G172,490000G1720A,青岛,天津西,QDK,TXP
G173,250000G17307,天津西,青岛,TXP,QDK
G174,490000G17402,青岛,天津西,QDK,TXP
G175,240000G17504,北京南,青岛,VNP,QDK
G176,490000G17603,潍坊,北京南,WFK,VNP
G177,240000G17710,北京南,青岛北,VNP,QHK
G178,490000G17804,青岛,北京南,QDK,VNP
G179,240000G17909,北京南,青岛,VNP,QDK
G180,490000G18004,青岛,北京南,QDK,VNP
G181,240000G18110,北京南,青岛北,VNP,QHK
G182,490000G18207,青岛,北京南,QDK,VNP
G183,240000G1830C,北京南,青岛,VNP,QDK
G184,490000G18407,青岛,北京南,QDK,VNP
G185,240000G1850C,北京南,青岛,VNP,QDK
G186,490000G1860D,青岛,北京南,QDK,VNP
G187,240000G1870F,北京南,青岛,VNP,QDK
G188,490000G1880A,青岛,北京南,QDK,VNP
G189,240000G1890F,北京南,青岛,VNP,QDK
G190,490000G19008,青岛,北京南,QDK,VNP
G191,240000G1910E,北京南,青岛,VNP,QDK
G192,490000G19210,青岛北,北京南,QHK,VNP
G193,240000G1930D,北京南,青岛,VNP,QDK
G194,490000G1940I,青岛,北京南,QDK,VNP
G195,240000G1950I,北京南,青岛,VNP,QDK
G196,490000G19600,青岛北,北京南,QHK,VNP
G197,240000G1970C,北京南,青岛,VNP,QDK
G198,490000G19806,青岛,北京南,QDK,VNP
G199,240000G19906,北京南,青岛,VNP,QDK
G200,490000G20007,青岛,北京南,QDK,VNP
G201,240000G2010L,北京南,淮北,VNP,HRH
G202,530000G20210,淮北,北京南,HRH,VNP
G203,240000G2030E,北京南,南京南,VNP,NKH
G204,5l0000G204A1,南京南,北京南,NKH,VNP
G207,240000G20705,北京南,徐州东,VNP,UUH
G208,5l0000G20832,徐州东,北京南,UUH,VNP
G211,250000G2110K,天津西,上海虹桥,TXP,AOH
G212,5l0000G21231,上海虹桥,天津西,AOH,TXP
G213,250000G2130I,天津西,上海虹桥,TXP,AOH
G214,5l0000G214B5,上海虹桥,天津西,AOH,TXP
G215,250000G2150R,天津西,上海虹桥,TXP,AOH
G216,5l0000G21673,上海虹桥,天津西,AOH,TXP
G217,240000G21703,北京南,沈阳北,VNP,SBT
G218,120000G21800,沈阳北,北京南,SBT,VNP
G219,240000G21902,北京南,沈阳,VNP,SYT
G220,120000G22002,沈阳,北京南,SYT,VNP
G221,490000G2240Q,青岛,上海虹桥,QDK,AOH
G222,550000G22210,上海,青岛北,SHH,QHK
G223,550000G22210,上海,青岛北,SHH,QHK
G224,490000G2240Q,青岛,上海虹桥,QDK,AOH
G225,490000G22820,青岛北,上海虹桥,QHK,AOH
G226,5l0000G226H5,上海虹桥,青岛,AOH,QDK
G227,5l0000G226H5,上海虹桥,青岛,AOH,QDK
G228,490000G22820,青岛北,上海虹桥,QHK,AOH
G229,490000G2320G,青岛,上海虹桥,QDK,AOH
G230,5l0000G23060,上海虹桥,青岛,AOH,QDK
G231,5l0000G23060,上海虹桥,青岛,AOH,QDK
G232,490000G2320G,青岛,上海虹桥,QDK,AOH
G233,490000G2360A,青岛,上海,QDK,SHH
G234,5l0000G23461,上海虹桥,青岛,AOH,QDK
G235,5l0000G23461,上海虹桥,青岛,AOH,QDK
G236,490000G2360A,青岛,上海,QDK,SHH
G237,240000G23700,北京南,沈阳,VNP,SYT
G238,120000G23800,沈阳,北京南,SYT,VNP
G239,240000G23902,北京南,吉林,VNP,JLL
G240,180000G24001,吉林,北京南,JLL,VNP
G241,490000G2440E,青岛,厦门北,QDK,XKS
G242,5n0000G24208,厦门北,青岛,XKS,QDK
G243,5n0000G24208,厦门北,青岛,XKS,QDK
G244,490000G2440E,青岛,厦门北,QDK,XKS
G245,490000G2480A,青岛,合肥南,QDK,ENH
G246,5i0000G24631,合肥南,青岛,ENH,QDK
G247,5i0000G24631,合肥南,青岛,ENH,QDK
G248,490000G2480A,青岛,合肥南,QDK,ENH
G253,490000G25605,青岛,杭州东,QDK,HGH
G254,560000G25452,杭州东,青岛,HGH,QDK
G255,560000G25452,杭州东,青岛,HGH,QDK
G256,490000G25605,青岛,杭州东,QDK,HGH
G257,490000G26010,青岛北,武汉,QHK,WHN
G258,4e0000G25820,武汉,青岛北,WHN,QHK
G259,4e0000G25820,武汉,青岛北,WHN,QHK
G260,490000G26010,青岛北,武汉,QHK,WHN
G261,240000G2610E,北京南,六安,VNP,UAH
G262,5i0000G26213,合肥南,北京南,ENH,VNP
G263,240000G2630F,北京南,合肥南,VNP,ENH
G264,5i0000G26403,合肥南,北京南,ENH,VNP
G265,240000G2650E,北京南,黄山北,VNP,NYH
G266,530000G26673,六安,北京南,UAH,VNP
G267,240000G2670E,北京南,合肥南,VNP,ENH
G269,240000G2690S,北京南,合肥南,VNP,ENH
G270,520000G27024,黄山北,北京南,NYH,VNP
G272,5i0000G27210,合肥南,北京南,ENH,VNP
G275,490000G2780B,青岛,广州南,QDK,IZQ
G276,6c0000G2760E,广州南,青岛,IZQ,QDK
G277,6c0000G2760E,广州南,青岛,IZQ,QDK
G278,490000G2780B,青岛,广州南,QDK,IZQ
G279,4p0000G27908,济南西,深圳北,JGK,IOQ
G280,6i0000G28006,深圳北,济南西,IOQ,JGK
G281,490000G2840A,青岛,杭州东,QDK,HGH
G282,560000G28235,杭州东,青岛,HGH,QDK
G283,560000G28235,杭州东,青岛,HGH,QDK
G284,490000G2840A,青岛,杭州东,QDK,HGH
G285,4p0000G28505,济南西,昆明南,JGK,KOM
G286,800000G28601,昆明南,济南西,KOM,JGK
G287,490000G2900E,青岛,长沙南,QDK,CWQ
G288,6c0000G2880E,长沙南,青岛,CWQ,QDK
G289,6c0000G2880E,长沙南,青岛,CWQ,QDK
G290,490000G2900E,青岛,长沙南,QDK,CWQ
G291,6c0000G29408,长沙南,天津,CWQ,TJP
G292,250000G29208,天津,长沙南,TJP,CWQ
G293,250000G29208,天津,长沙南,TJP,CWQ
G294,6c0000G29408,长沙南,天津,CWQ,TJP
G295,250000G29500,天津西,广州南,TXP,IZQ
G296,6c0000G29600,广州南,天津西,IZQ,TXP
G297,4p0000G29705,济南西,上海虹桥,JGK,AOH
G298,5l0000G29872,上海虹桥,济南西,AOH,JGK
G301,240000G30106,北京南,福州,VNP,FZS
G302,580000G30208,福州,北京南,FZS,VNP
G303,240000G30306,北京南,福州,VNP,FZS
G304,580000G30405,福州,北京南,FZS,VNP
G307,240000G3070D,北京西,成都东,BXP,ICW
G308,760000G3080A,成都东,北京西,ICW,BXP
G309,240000G30910,北京西,重庆北,BXP,CUW
G310,770000G31007,重庆北,北京西,CUW,BXP
G315,490000G31806,青岛,重庆北,QDK,CUW
G316,770000G31601,重庆北,青岛,CUW,QDK
G317,770000G31601,重庆北,青岛,CUW,QDK
G318,490000G31806,青岛,重庆北,QDK,CUW
G322,5n0000G32208,厦门北,北京南,XKS,VNP
G323,240000G3230D,北京南,厦门北,VNP,XKS
G324,5n0000G3240B,厦门北,北京南,XKS,VNP
G325,240000G32509,北京南,厦门北,VNP,XKS
G329,250000G32909,天津西,福州,TXP,FZS
G330,580000G33009,福州,天津西,FZS,TXP
G331,240000G33106,北京南,济南西,VNP,JGK
G333,240000G33303,北京南,济南西,VNP,JGK
G334,470000G33402,济南,北京南,JNK,VNP
G336,4p0000G33602,济南西,北京南,JGK,VNP
G337,240000G33703,北京南,济南西,VNP,JGK
G338,4p0000G33802,泰安,北京南,TMK,VNP
G345,4p0000G34505,济南西,福州,JGK,FZS
G348,580000G34804,福州,济南西,FZS,JGK
G351,240000G35109,北京南,黄山北,VNP,NYH
G352,520000G35240,黄山北,北京南,NYH,VNP
G355,240000G3550A,北京南,厦门北,VNP,XKS
G356,5n0000G35606,厦门北,北京南,XKS,VNP
G359,4f0000G36203,西安北,上海虹桥,EAY,AOH
G360,5l0000G36004,上海虹桥,西安北,AOH,EAY
G361,5l0000G36004,上海虹桥,西安北,AOH,EAY
G362,4f0000G36203,西安北,上海虹桥,EAY,AOH
G363,250000G36303,天津西,武汉,TXP,WHN
G364,4e0000G36404,武汉,天津西,WHN,TXP
G365,250000G36505,天津西,武汉,TXP,WHN
G366,4e0000G36603,武汉,天津西,WHN,TXP
G367,380000G37001,郑州,上海虹桥,ZZF,AOH
G368,5l0000G36801,上海虹桥,郑州东,AOH,ZAF
G369,5l0000G36801,上海虹桥,郑州东,AOH,ZAF
G370,380000G37001,郑州,上海虹桥,ZZF,AOH
G373,250000G3730B,天津西,哈尔滨西,TXP,VAB
G374,0h0000G37407,哈尔滨西,天津西,VAB,TXP
G375,250000G37502,天津西,哈尔滨西,TXP,VAB
G376,0h0000G37600,哈尔滨西,天津西,VAB,TXP
G377,1g0000G37701,大连北,北京南,DFT,VNP
G378,240000G37903,北京南,大连北,VNP,DFT
G379,240000G37903,北京南,大连北,VNP,DFT
G380,1g0000G37701,大连北,北京南,DFT,VNP
G381,240000G38108,北京南,哈尔滨西,VNP,VAB
G382,0h0000G38208,哈尔滨西,北京南,VAB,VNP
G383,240000G38307,北京南,吉林,VNP,JLL
G384,180000G3840A,吉林,北京南,JLL,VNP
G385,1g0000G3850A,大连北,北京南,DFT,VNP
G386,240000G38709,北京南,大连北,VNP,DFT
G387,240000G38709,北京南,大连北,VNP,DFT
G388,1g0000G3850A,大连北,北京南,DFT,VNP
G389,1g0000G38907,大连北,济南西,DFT,JGK
G390,4p0000G39006,济南西,大连北,JGK,DFT
G391,4p0000G39006,济南西,大连北,JGK,DFT
G392,1g0000G38907,大连北,济南西,DFT,JGK
G393,240000G39305,北京南,哈尔滨西,VNP,VAB
G394,0h0000G39403,哈尔滨西,北京南,VAB,VNP
G395,240000G39503,北京南,丹东,VNP,DUT
G396,120000G39603,丹东,北京南,DUT,VNP
G397,240000G39709,北京南,丹东,VNP,DUT
G398,120000G39802,丹东,北京南,DUT,VNP
G399,240000G39907,北京南,长春,VNP,CCT
G400,110000G40003,长春,北京南,CCT,VNP
G401,240000G40107,北京西,贵阳北,BXP,KQW
G402,780000G40204,贵阳北,北京西,KQW,BXP
G403,240000G40306,北京西,昆明南,BXP,KOM
G404,800000G40401,昆明南,北京西,KOM,BXP
G405,240000G40503,北京西,昆明南,BXP,KOM
G406,800000G40602,昆明南,北京西,KOM,BXP
G411,240000G41105,北京南,上海虹桥,VNP,AOH
G412,5l0000G41241,上海虹桥,北京南,AOH,VNP
G421,240000G4210E,北京西,南宁东,BXP,NFZ
G422,710000G42204,南宁东,北京西,NFZ,BXP
G423,260000G4230B,石家庄,南宁东,SJP,NFZ
G424,710000G42440,南宁东,石家庄,NFZ,SJP
G425,380000G42507,郑州东,桂林,ZAF,GLZ
G426,710000G42604,桂林,郑州东,GLZ,ZAF
G429,240000G42907,北京西,兰州西,BXP,LAJ
G430,8d0000G43003,兰州西,北京西,LAJ,BXP
G431,4e0000G43106,武汉,南宁东,WHN,NFZ
G432,710000G43208,南宁东,武汉,NFZ,WHN
G433,4p0000G43308,济南西,南宁东,JGK,NFZ
G434,710000G43406,南宁东,济南西,NFZ,JGK
G435,4e0000G43500,武汉,桂林北,WHN,GBZ
G436,710000G43600,桂林北,武汉,GBZ,WHN
G451,490000G45402,青岛,徐州东,QDK,UUH
G452,5l0000G45230,徐州东,青岛北,UUH,QHK
G453,5l0000G45230,徐州东,青岛北,UUH,QHK
G454,490000G45402,青岛,徐州东,QDK,UUH
G455,490000G45807,荣成,上海虹桥,RCK,AOH
G456,5l0000G45640,上海虹桥,荣成,AOH,RCK
G457,5l0000G45640,上海虹桥,荣成,AOH,RCK
G458,490000G45807,荣成,上海虹桥,RCK,AOH
G459,490000G46205,烟台,上海虹桥,YAK,AOH
G460,5l0000G46080,上海虹桥,烟台,AOH,YAK
G461,5l0000G46080,上海虹桥,烟台,AOH,YAK
G462,490000G46205,烟台,上海虹桥,YAK,AOH
G471,240000G47109,北京南,烟台,VNP,YAK
G472,490000G47208,烟台,北京南,YAK,VNP
G473,240000G47306,北京南,烟台,VNP,YAK
G474,490000G47402,烟台,北京南,YAK,VNP
G475,240000G47509,北京南,荣成,VNP,RCK
G476,490000G47607,荣成,北京南,RCK,VNP
G483,5u0000G48301,南昌西,北京西,NXG,BXP
G484,240000G48508,北京西,南昌西,BXP,NXG
G485,240000G48508,北京西,南昌西,BXP,NXG
G486,5u0000G48301,南昌西,北京西,NXG,BXP
G487,240000G4870F,北京西,南昌西,BXP,NXG
G488,5u0000G48801,南昌西,北京西,NXG,BXP
G491,240000G4910E,北京西,南昌西,BXP,NXG
G492,5u0000G49201,南昌西,北京西,NXG,BXP
G502,6c0000G50209,长沙南,北京西,CWQ,BXP
G503,240000G50307,北京西,长沙南,BXP,CWQ
G505,240000G50506,北京西,长沙南,BXP,CWQ
G506,6c0000G5060G,长沙南,北京西,CWQ,BXP
G507,240000G5070B,北京西,汉口,BXP,HKN
G508,390000G50801,汉口,北京西,HKN,BXP
G509,240000G50910,北京西,汉口,BXP,HKN
G510,4e0000G5100Y,武汉,北京西,WHN,BXP
G511,240000G5110H,北京西,汉口,BXP,HKN
G512,390000G51205,汉口,北京西,HKN,BXP
G514,4e0000G51409,武汉,北京西,WHN,BXP
G516,420000G51602,宜昌东,北京西,HAN,BXP
G517,240000G51713,北京西,武汉,BXP,WHN
G518,390000G51804,汉口,北京西,HKN,BXP
G519,240000G51915,北京西,武汉,BXP,WHN
G520,390000G52006,汉口,北京西,HKN,BXP
G521,240000G5210B,北京西,汉口,BXP,HKN
G523,240000G5230B,北京西,武汉,BXP,WHN
G524,390000G52401,汉口,北京西,HKN,BXP
G525,240000G52507,北京西,汉口,BXP,HKN
G527,240000G5270E,北京西,武汉,BXP,WHN
G528,4e0000G5280V,武汉,北京西,WHN,BXP
G529,240000G5290H,北京西,南宁东,BXP,NFZ
G530,710000G5300C,南宁东,北京西,NFZ,BXP
G532,6i0000G53209,深圳北,石家庄,IOQ,SJP
G533,240000G53301,北京西,长沙南,BXP,CWQ
G534,6c0000G53403,长沙南,北京西,CWQ,BXP
G535,6c0000G53508,长沙南,桂林,CWQ,GLZ
G536,710000G53605,桂林,长沙南,GLZ,CWQ
G537,6c0000G53706,长沙南,桂林,CWQ,GLZ
G538,710000G53806,桂林,长沙南,GLZ,CWQ
G541,380000G54108,郑州东,广州南,ZAF,IZQ
G542,6e0000G54202,珠海,郑州东,ZHQ,ZAF
G544,6c0000G5440P,广州南,郑州东,IZQ,ZAF
G545,380000G54509,郑州东,珠海,ZAF,ZHQ
G546,6c0000G5460B,广州南,郑州东,IZQ,ZAF
G547,380000G54707,郑州东,广州南,ZAF,IZQ
G548,6c0000G5480D,广州南,郑州东,IZQ,ZAF
G549,380000G54902,郑州东,广州南,ZAF,IZQ
G550,6c0000G55004,广州南,郑州东,IZQ,ZAF
G551,390000G5510A,漯河西,深圳北,LBN,IOQ
G552,6c0000G55207,广州南,信阳东,IZQ,OYN
G553,390000G55306,信阳东,广州南,OYN,IZQ
G554,6i0000G55403,深圳北,漯河西,IOQ,LBN
G555,240000G55505,北京西,宜昌东,BXP,HAN
G556,420000G55608,宜昌东,北京西,HAN,BXP
G557,240000G5570I,北京西,武汉,BXP,WHN
G558,4e0000G55805,武汉,北京西,WHN,BXP
G561,240000G5610G,北京西,郑州东,BXP,ZAF
G562,380000G56220,许昌东,北京西,XVF,BXP
G563,240000G5630A,北京西,郑州东,BXP,ZAF
G564,3b0000G56430,洛阳龙门,北京西,LLF,BXP
G565,240000G5650C,北京西,郑州东,BXP,ZAF
G567,240000G5670D,北京西,郑州东,BXP,ZAF
G571,240000G57110,北京西,重庆西,BXP,CXW
G572,390000G57202,黄冈东,北京西,KAN,BXP
G573,240000G5730O,北京西,黄冈东,BXP,KAN
G574,770000G57400,重庆西,北京西,CXW,BXP
G575,6c0000G57808,长沙南,上海虹桥,CWQ,AOH
G576,5l0000G57650,上海虹桥,长沙南,AOH,CWQ
G577,5l0000G57650,上海虹桥,长沙南,AOH,CWQ
G578,6c0000G57808,长沙南,上海虹桥,CWQ,AOH
G579,5l0000G57921,南京南,长沙南,NKH,CWQ
G580,6c0000G58008,长沙南,南京南,CWQ,NKH
G581,4e0000G58408,武汉,宁波,WHN,NGH
G582,5e0000G58240,宁波,武汉,NGH,WHN
G583,5e0000G58240,宁波,武汉,NGH,WHN
G584,4e0000G58408,武汉,宁波,WHN,NGH
G585,240000G5850I,北京西,武汉,BXP,WHN
G586,4e0000G5860B,武汉,北京西,WHN,BXP
G587,240000G58706,北京西,武汉,BXP,WHN
G588,4e0000G58804,武汉,北京西,WHN,BXP
G589,390000G59206,汉口,温州南,HKN,VRH
G590,5j0000G59010,温州南,武汉,VRH,WHN
G591,5j0000G59010,温州南,武汉,VRH,WHN
G592,390000G59206,汉口,温州南,HKN,VRH
G593,4e0000G59604,武汉,杭州东,WHN,HGH
G594,560000G59440,杭州东,武汉,HGH,WHN
G595,560000G59440,杭州东,武汉,HGH,WHN
G596,4e0000G59604,武汉,杭州东,WHN,HGH
G597,4e0000G60008,武汉,上海虹桥,WHN,AOH
G598,5l0000G59820,上海虹桥,汉口,AOH,HKN
G599,5l0000G59820,上海虹桥,汉口,AOH,HKN
G600,4e0000G60008,武汉,上海虹桥,WHN,AOH
G601,240000G60105,北京西,太原南,BXP,TNV
